,isHate,comment
428,1,Rednecks here's the reality: There are 55 million LEGAL Latinos here. With so called 10 million 'undocumented' there are 65 million. There will still be 55 million of us and we will still be the majority by 2044 (Census) even if you kick out the 10 mil! Deal with it strawchewers! Take a Spanish course! LMAO! Besides we're genetically superior anyway! ROFLMAO! XD VIVA LA RAZA!!
429,0,So fake oh jesus why he like to do that fake stuff gabage news
430,0,and you people more support kosovo and albania 50% terrorist comming of this countries
431,0,7/7 and IRA bombings?
432,0,Absolutely pathetic list. NONE of the major slaughter of innocents mentioned.
433,0,September is a fucked up month with all these terrorist attacks
434,0,I don't get why you would do this? It's fucked up!
435,1,You know what I'm racist and let's just ban Islams in catholic nations maybe that could decrease the terrorist attacks
436,0,September totally the worst month ever.
437,1,sons of bitches
438,1,they are all fucking assholes
439,0,I'm honestly still entertained by the fact that the iPhone 7 ended up having the entire headphone jack removed...
440,0,What is it with the South and being anti- progressive?
441,0,So you're saying the government should force businesses to make certain decisions even against their will? You're saying that the alternative of taking your business to more open-minded people (giving the closeminded people less money) is bad and immoral?? The beauty of capitalism is that the free market regulates these things: if you don't cater to homosexuals you will get less money!!
442,0,In other words can't have your cake and eat it too
443,0,In nearly EVERY state in the union you can be fired for completely arbitrary reasons because they are 'at will hire/fire' states. Meaning so long as the terminated employee cannot prove that it was done solely on the guise of sexual based discrimination (good fucking luck there) it doesn't matter what the reason is. It's part of the reason why capitalism favors the wealthy / authority / people in charge.
444,0,Agreed with most with what he said until he stated that business's have to accommodate gay people. Business owners are allowed to refuse any one they want.
445,0,This is why the American people don't trust the media and I couldn't agree more with President Trump. This is false news at its best now please report the facts please otherwise please be quiet.
446,0,in California illegals are allowed to vote
447,0,Trump: if its not in my favor FAKE NEWS Trump supporters: if its not in our favor FAKE NEWS Good argument...
448,0,we need to round up the congressional black coupe so that we can finally fix the inner cities. they are the reason the inner cities are the way they are
449,0,That's as natural as it gets.
450,0,In cri vel
451,1,JAPAN ONLY REJECTED 99%? THEY SHOULD REJECT ALL THOSE MOTHER FUCKERS.
452,1,This guy is a politically correct STUPID hack IF it was only syrians going in THEN it would be good since most syrians are mostly as he described the 'refugees' the problem is that an absolute FUCKTON of economic migrants who want to do nothing but get pensions and exploit the welfare states in Europe MASSIVELY outnumber the REAL refugees over 80% of the people being taken in are economic migrants from places as far away as MOROCCO and AFGHANISTAN NOT legitimate refugees plus a VERY large portion of them and by them I mean the economic migrants are radicalised muslims legit jihadis or straight up criminals welfare in Europe is also so good as well that many of these migrants don't need to work plus when they choose to commit crimes and mass rapes like Cologne Germany or riot European men are EXTREMELY feminised or screwed over by their own women or the feminist governments that they either WON't or straight up CAN'T protect their women and just add that weapons are pretty much ILLEGAL in Europe that's why they don't want more 'refugees' and people like Donald Trump want to place TEMPORARY bans on immigration from countries like Syria we can't vet them and a lot of them are freeloaders and either criminal or jihadi scum
453,0,i love this video
